Linking,Asset Tag,Asset Description,Asset Type,Condition,Asset Type Description,Site,Location,Transact As Whole,Department Code,Checked Out,Serial No,Hyperlink,Manufacturer,Model,Check Out Length,Check Out Lead Time,Depreciation Class,Category,Vendor Number,Purchase Date,Purchase Cost,Salvage Value,Depreciation Begin Date,Last Depreciation Date,Total Depreciation,Current Depreciation,Book Value,Depreciate Asset,Purchase Order,Begin,End,Provider,Last Audit Date,Due Date,Customer No.,Customer Name,Employee No.,Employee Name
  Not Linked,12867,Lavalier Microphone (K),Microphone,Good,"Shure, Boom, Mic Stands, Wired/wirless Lavalier, 634-A, Rhode,",Media Supply,Backstock,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,12941,Film Score,Audio,Good,"Headphones, Audio samples, Music Library",Media Supply,Big Rapids,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,12950,Black Bag Light (B),Lights,Fine,"Black Bag, Case lighst, Fresnel, Day-lights, Field-Pro lights",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,12964,XLR Cable,Cables,Good,"Chords, Extension Cables, Power Strips etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,12967,Firewire (IEEE1394),Cables,Good,"Chords, Extension Cables, Power Strips etc.",Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,12968,Firewire (IEEE1394),Cables,Good,"Chords, Extension Cables, Power Strips etc.",Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,12969,Extension Cable (4 Outlet),Cables,Good,"Chords, Extension Cables, Power Strips etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,12971,Mic Stand Plate,Microphone, ,"Shure, Boom, Mic Stands, Wired/wirless Lavalier, 634-A, Rhode,",Media Supply,Backstock,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,12974,Lowel Caselight 2,Lights,Excellent,"Black Bag, Case lighst, Fresnel, Day-lights, Field-Pro lights",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,12984,XLR Cable,Cables,Good,"Chords, Extension Cables, Power Strips etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13003,XLR Cable,Cables,Good,"Chords, Extension Cables, Power Strips etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13016,Field Production Tripod (F),Tripod,Good,"C-Stands, Tripods, Plates, stabilizers, Monfrotto",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13017,Field Production Tripod (D),Tripod,Good,"C-Stands, Tripods, Plates, stabilizers, Monfrotto",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13019,Field Production Tripod (B),Tripod,Good,"C-Stands, Tripods, Plates, stabilizers, Monfrotto",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13020,Field Production Tripod (A),Tripod,Good,"C-Stands, Tripods, Plates, stabilizers, Monfrotto",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13021,Field Production Tripod (C),Tripod,Good,"C-Stands, Tripods, Plates, stabilizers, Monfrotto",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13025,Sony Z7U Studio Camera (A),Camera,Good,"Studio (Z7U), DSLR, Doc (FS100), Sony (NX100), Sony (ZIU)",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13026,Sony Z7U Studio Camera (B),Camera,Good,"Studio (Z7U), DSLR, Doc (FS100), Sony (NX100), Sony (ZIU)",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13039,Slate,Other,Fine,Etc.,Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13073,Firewire,Cables,Good,"Chords, Extension Cables, Power Strips etc.",Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13074,Firewire,Cables,Good,"Chords, Extension Cables, Power Strips etc.",Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13079,Rain Shield A,Camera Accessory,Fine,"Viewfinder, Lens Filter, Chargers, etc.",Media Supply,Backstock,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13080,Camera weather bag (B),Container, ,"Bags, cases, crates, etc.",Media Supply,Backstock,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13144,16 GB Sandisk Compact Card,Memory,Good,"SD Cards, Compact Cards, Flash Drives, Hard Drives, etc.",Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13148,Black Bag Light (D),Light Accessories,Fine,"Gels, Bounce Boards, Reflectors, Chroma Screens, Stands, etc",Media Supply,Backstock,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13194,Glidecam Vest,Camera Accessory,Good,"Viewfinder, Lens Filter, Chargers, etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13216,Key C: Advanced Compositing (TDMP 255/ IRC 156),Key,Good,,Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13217,Key A: Digital Media (TDMP 132/IRC 156),Key,Good,,Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13218,Key D: Streaming Video (TDMP 328/IRC 156),Key,Good,,Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13219,Key B: Compositing (TDMP 255/IRC 156),Key,Good,,Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13305,Sony EXM-XM1 Shotgun Microphone,Audio,Fine,"Headphones, Audio samples, Music Library",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13312,Key G: Documentary Production (TDMP 343/IRC 154),Key,Good,,Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13325,Key K: Audio (TDMP 136/IRC 047 & 049),Key,Good,,Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13342,Extension Cable (1 Outlet),Cables,Good,"Chords, Extension Cables, Power Strips etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13344,Magic Shader,Light Accessories,Good,"Gels, Bounce Boards, Reflectors, Chroma Screens, Stands, etc",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13397,Gel Kit,Light Accessories,Good,"Gels, Bounce Boards, Reflectors, Chroma Screens, Stands, etc",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13400,Sony NPF 970 Battery,Battery, ,"AA, AAA, DC, Battery Brick, DSLR, etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13410,Gaffer Grip A,Grip,Fine,,Media Supply,Big Rapids,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13438,Light Stand,Light Accessories, ,"Gels, Bounce Boards, Reflectors, Chroma Screens, Stands, etc",Media Supply,Backstock,T, ,Y,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,1482,James Zitnik,,
  Not Linked,13442,Light Stand,Light Accessories,Good,"Gels, Bounce Boards, Reflectors, Chroma Screens, Stands, etc",Media Supply,Backstock,T, ,Y,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,1482,James Zitnik,,
  Not Linked,13443,Bag Light Stand F,Light Accessories,Fine,"Gels, Bounce Boards, Reflectors, Chroma Screens, Stands, etc",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13451,Gel Kit,Light Accessories,Good,"Gels, Bounce Boards, Reflectors, Chroma Screens, Stands, etc",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13461,XLR Cable,Cables,Good,"Chords, Extension Cables, Power Strips etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13471,Canon T3i Digital Media Camera (A),Camera,Good,"Studio (Z7U), DSLR, Doc (FS100), Sony (NX100), Sony (ZIU)",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13473,XLR Cable,Cables,Good,"Chords, Extension Cables, Power Strips etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13476,XLR Cable,Cables,Good,"Chords, Extension Cables, Power Strips etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13477,XLR Cable,Cables,Good,"Chords, Extension Cables, Power Strips etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13478,XLR Cable,Cables,Good,"Chords, Extension Cables, Power Strips etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13479,XLR Cable,Cables,Good,"Chords, Extension Cables, Power Strips etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13480,XLR Cable,Cables,Good,"Chords, Extension Cables, Power Strips etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13481,XLR,Cables,Good,"Chords, Extension Cables, Power Strips etc.",Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13483,XLR Cable,Cables,Good,"Chords, Extension Cables, Power Strips etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13484,XLR Cable,Cables,Good,"Chords, Extension Cables, Power Strips etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13486,XLR Cable,Cables,Bad,"Chords, Extension Cables, Power Strips etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13487,Extra Tripod,Tripod,Good,"C-Stands, Tripods, Plates, stabilizers, Monfrotto",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13492,Camera Bag B,Container, ,"Bags, cases, crates, etc.",Media Supply,Big Rapids,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13495,XLR Cable,Cables,Good,"Chords, Extension Cables, Power Strips etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13500,Lavalier Microphone (C),Microphone,Good,"Shure, Boom, Mic Stands, Wired/wirless Lavalier, 634-A, Rhode,",Media Supply,Backstock,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13508,Documentary Light Stand 1 (C),Light Accessories,Good,"Gels, Bounce Boards, Reflectors, Chroma Screens, Stands, etc",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13509,Documentary Light Stand 2 (C),Light Accessories,Good,"Gels, Bounce Boards, Reflectors, Chroma Screens, Stands, etc",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13510,Documentary Light Stand 2 (A),Light Accessories,Good,"Gels, Bounce Boards, Reflectors, Chroma Screens, Stands, etc",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13511,Light Stand,Light Accessories,Good,"Gels, Bounce Boards, Reflectors, Chroma Screens, Stands, etc",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13512,Documentary Light Stand 2 (B),Light Accessories,Good,"Gels, Bounce Boards, Reflectors, Chroma Screens, Stands, etc",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13513,Field Production Light Kit (A),Lights,Good,"Black Bag, Case lighst, Fresnel, Day-lights, Field-Pro lights",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13515,Field Production Light Kit (C),Lights,Good,"Black Bag, Case lighst, Fresnel, Day-lights, Field-Pro lights",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13522,C-Stand,Tripod,Good,"C-Stands, Tripods, Plates, stabilizers, Monfrotto",Media Supply,Backstock,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13526,Key L: Audio (TDMP 136/IRC 047 & 049),Key,Good,,Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13532,Sony Battery Brick,Battery,Good,"AA, AAA, DC, Battery Brick, DSLR, etc.",Media Supply,Backstock,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13543,Senior Camera C,Camera,Good,"Studio (Z7U), DSLR, Doc (FS100), Sony (NX100), Sony (ZIU)",Media Supply,Backstock,T, ,Y,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,1449,Max Dimas,,
  Not Linked,13544,Senior Camera A,Camera,Good,"Studio (Z7U), DSLR, Doc (FS100), Sony (NX100), Sony (ZIU)",Media Supply,Backstock,T, ,Y,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,1298,Keneth Riegert,,
  Not Linked,13557,Senior Camera B,Camera,Good,"Studio (Z7U), DSLR, Doc (FS100), Sony (NX100), Sony (ZIU)",Media Supply,Backstock,T, ,Y,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,8735,Colin Keeler,,
  Not Linked,13883,Umbrella,Light Accessories,Good,"Gels, Bounce Boards, Reflectors, Chroma Screens, Stands, etc",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13884,Chip Chart,Other,Excellent,Etc.,Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13888,Gel Kit,Light Accessories,Good,"Gels, Bounce Boards, Reflectors, Chroma Screens, Stands, etc",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13892,Wacom Tablet and Pen,Other,Excellent,Etc.,Media Supply,Big Rapids,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13893,Canon T3i Digital Media Camera (C),Camera,Good,"Studio (Z7U), DSLR, Doc (FS100), Sony (NX100), Sony (ZIU)",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13902,Sony Battery Brick,Battery,Good,"AA, AAA, DC, Battery Brick, DSLR, etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13933,Sony Battery Brick,Battery,Good,"AA, AAA, DC, Battery Brick, DSLR, etc.",Media Supply,Backstock,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13934,Sony Battery Brick,Battery,Good,"AA, AAA, DC, Battery Brick, DSLR, etc.",Media Supply,Backstock,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13936,Senior C Battery w/cord,Battery,Good,"AA, AAA, DC, Battery Brick, DSLR, etc.",Media Supply,Backstock,T, ,Y,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,8735,Colin Keeler,,
  Not Linked,13938,Senior C Eyepiece,Camera Accessory,Good,"Viewfinder, Lens Filter, Chargers, etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13939,Sony Battery Brick,Battery,Good,"AA, AAA, DC, Battery Brick, DSLR, etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13940,Sony Battery Brick,Battery,Good,"AA, AAA, DC, Battery Brick, DSLR, etc.",Media Supply,Backstock,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13941,Senior A Charger Cord,Cables,Good,"Chords, Extension Cables, Power Strips etc.",Media Supply,Backstock,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13942,Senior B Battery w/cord,Battery,Good,"AA, AAA, DC, Battery Brick, DSLR, etc.",Media Supply,Backstock,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13943,Senior A Charger,Camera Accessory,Good,"Viewfinder, Lens Filter, Chargers, etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13944,Senior B Eyepiece,Camera Accessory,Good,"Viewfinder, Lens Filter, Chargers, etc.",Media Supply,Backstock,T, ,Y,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,8735,Colin Keeler,,
  Not Linked,13945,Senior A Eyepiece,Camera Accessory,Good,"Viewfinder, Lens Filter, Chargers, etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13946,Senior C Charger,Battery,Good,"AA, AAA, DC, Battery Brick, DSLR, etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13947,Senior A Battery,Battery,Good,"AA, AAA, DC, Battery Brick, DSLR, etc.",Media Supply,Backstock,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13948,Sony Battery Brick,Battery,Good,"AA, AAA, DC, Battery Brick, DSLR, etc.",Media Supply,Backstock,T, ,Y,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,8735,Colin Keeler,,
  Not Linked,13949,Senior A Charger w/Cord,Camera Accessory,Good,"Viewfinder, Lens Filter, Chargers, etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13965,Extra Tripod,Tripod, ,"C-Stands, Tripods, Plates, stabilizers, Monfrotto",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13966,CamAlign,Light Accessories,Excellent,"Gels, Bounce Boards, Reflectors, Chroma Screens, Stands, etc",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,13967,2GB RiData SD Card,Memory,Good,"SD Cards, Compact Cards, Flash Drives, Hard Drives, etc.",Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14023,Battery,Battery,Fine,"AA, AAA, DC, Battery Brick, DSLR, etc.",Media Supply,Big Rapids,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14025,Sony NPF 970 Battery,Battery,Good,"AA, AAA, DC, Battery Brick, DSLR, etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14032,Zoom H5 Field Recorder (B),Microphone,Fine,"Shure, Boom, Mic Stands, Wired/wirless Lavalier, 634-A, Rhode,",Media Supply,Backstock,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14033,Extension Cable (1 Outlet),Cables,Good,"Chords, Extension Cables, Power Strips etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14062,Key A: Animation 1 (DAGD 100/IRC 121),Key,Good,,Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14063,Key B: Animation 2 (DAGD 150/IRC 121),Key,Good,,Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,14064,Key C: Animation 2 (DAGD 230/IRC 121),Key,Good,,Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
