Linking,Asset Tag,Asset Description,Asset Type,Condition,Asset Type Description,Site,Location,Transact As Whole,Department Code,Checked Out,Serial No,Hyperlink,Manufacturer,Model,Check Out Length,Check Out Lead Time,Depreciation Class,Category,Vendor Number,Purchase Date,Purchase Cost,Salvage Value,Depreciation Begin Date,Last Depreciation Date,Total Depreciation,Current Depreciation,Book Value,Depreciate Asset,Purchase Order,Begin,End,Provider,Last Audit Date,Due Date,Customer No.,Customer Name,Employee No.,Employee Name
  Not Linked,1,Scrin (Redhead Tweenie),Light Accessories, ,"Gels, Bounce Boards, Reflectors, Chroma Screens, Stands, etc",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,2,Scrin (Redhead Tweenie),Light Accessories, ,"Gels, Bounce Boards, Reflectors, Chroma Screens, Stands, etc",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,3,Scrin (Redhead Tweenie),Light Accessories, ,"Gels, Bounce Boards, Reflectors, Chroma Screens, Stands, etc",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,4,Scrin (Redhead Tweenie),Light Accessories, ,"Gels, Bounce Boards, Reflectors, Chroma Screens, Stands, etc",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,5,Scrin (Redhead Tweenie),Light Accessories, ,"Gels, Bounce Boards, Reflectors, Chroma Screens, Stands, etc",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,6,Scrin (Redhead Tweenie),Light Accessories, ,"Gels, Bounce Boards, Reflectors, Chroma Screens, Stands, etc",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,7,Scrin (Redhead Tweenie),Light Accessories, ,"Gels, Bounce Boards, Reflectors, Chroma Screens, Stands, etc",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,8,Scrin (Redhead Tweenie),Light Accessories, ,"Gels, Bounce Boards, Reflectors, Chroma Screens, Stands, etc",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,16,Shot Bag,Other, ,Etc.,Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,17,Shot Bag,Other, ,Etc.,Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,18,Shot Bag,Other, ,Etc.,Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,19,Shot Bag,Other, ,Etc.,Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,20,Shot Bag,Other, ,Etc.,Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,21,Shot Bag,Other, ,Etc.,Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,22,Shot Bag,Other, ,Etc.,Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1000,Extension Cable (3 Outlet),Cables,Good,"Chords, Extension Cables, Power Strips etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,10001,Musikos 266 - Music,Audio, ,"Headphones, Audio samples, Music Library",Media Supply,Backstock,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,10003,Musikos 321 - Music,Audio, ,"Headphones, Audio samples, Music Library",Media Supply,Backstock,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1001,Light Stand,Light Accessories, ,"Gels, Bounce Boards, Reflectors, Chroma Screens, Stands, etc",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1002,Shure SM58 Microphone,Microphone, ,"Shure, Boom, Mic Stands, Wired/wirless Lavalier, 634-A, Rhode,",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1003,Dolly,Light Accessories,Excellent,"Gels, Bounce Boards, Reflectors, Chroma Screens, Stands, etc",Media Supply,Big Rapids,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1004,C-Stand,Tripod,Good,"C-Stands, Tripods, Plates, stabilizers, Monfrotto",Media Supply,Big Rapids,T, ,,1004,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1005,Shure Microphone Clip,Microphone, ,"Shure, Boom, Mic Stands, Wired/wirless Lavalier, 634-A, Rhode,",Media Supply,Backstock,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1006,Shure Microphone Clip,Microphone, ,"Shure, Boom, Mic Stands, Wired/wirless Lavalier, 634-A, Rhode,",Media Supply,Backstock,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,10064,Urban Pop 2 - Music,Audio, ,"Headphones, Audio samples, Music Library",Media Supply,Backstock,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1007,XLR Cable,Cables, ,"Chords, Extension Cables, Power Strips etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1008,Coldshoe Thang,Other,Excellent,Etc.,Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1009,Shure SM58 Microphone,Microphone, ,"Shure, Boom, Mic Stands, Wired/wirless Lavalier, 634-A, Rhode,",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1010,Shure SM58 Microphone,Microphone, ,"Shure, Boom, Mic Stands, Wired/wirless Lavalier, 634-A, Rhode,",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1011,XLR Cable,Cables, ,"Chords, Extension Cables, Power Strips etc.",Media Supply,Backstock,T, ,Y,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,7,Bill Jung,,
  Not Linked,1012,Shure Microphone Clip,Microphone, ,"Shure, Boom, Mic Stands, Wired/wirless Lavalier, 634-A, Rhode,",Media Supply,Backstock,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1013,Shure Microphone Clip,Microphone, ,"Shure, Boom, Mic Stands, Wired/wirless Lavalier, 634-A, Rhode,",Media Supply,Backstock,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1014,Shure SM58 Microphone,Microphone, ,"Shure, Boom, Mic Stands, Wired/wirless Lavalier, 634-A, Rhode,",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1015,XLR Cable,Cables, ,"Chords, Extension Cables, Power Strips etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1016,XLR Cable,Cables, ,"Chords, Extension Cables, Power Strips etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1019,Mic stand,Microphone,Good,"Shure, Boom, Mic Stands, Wired/wirless Lavalier, 634-A, Rhode,",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1020,Mic Stand,Microphone,Excellent,"Shure, Boom, Mic Stands, Wired/wirless Lavalier, 634-A, Rhode,",Media Supply,Big Rapids,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1021,C-Stand,Tripod,Good,"C-Stands, Tripods, Plates, stabilizers, Monfrotto",Media Supply,Big Rapids,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1022,8 GB SD Card,Memory,Excellent,"SD Cards, Compact Cards, Flash Drives, Hard Drives, etc.",Media Supply,Big Rapids,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1023,Light Stand,Light Accessories, ,"Gels, Bounce Boards, Reflectors, Chroma Screens, Stands, etc",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1024,Light Stand,Light Accessories, ,"Gels, Bounce Boards, Reflectors, Chroma Screens, Stands, etc",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1025,RED Quad Charger,Camera Accessory, ,"Viewfinder, Lens Filter, Chargers, etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1026,RED REDVOLT XL 2-Pack Case,Container, ,"Bags, cases, crates, etc.",Media Supply,Backstock,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1027,RED Side Handle Case,Container, ,"Bags, cases, crates, etc.",Media Supply,Backstock,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1028,RED REVOLT 4-Pack Case,Container, ,"Bags, cases, crates, etc.",Media Supply,Backstock,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1029,RED EVF Case,Container, ,"Bags, cases, crates, etc.",Media Supply,Backstock,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1034,RED REDVOLT XL Module,Camera Accessory, ,"Viewfinder, Lens Filter, Chargers, etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,10371,XLR Cable,Cables,Good,"Chords, Extension Cables, Power Strips etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1040,Brain (Red Camera),Camera,Excellent,"Studio (Z7U), DSLR, Doc (FS100), Sony (NX100), Sony (ZIU)",Media Supply,Big Rapids,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1041,Adapter Module,Camera Accessory,Excellent,"Viewfinder, Lens Filter, Chargers, etc.",Media Supply,Big Rapids,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1042,W-ITronix V-Mount Plate,Camera Accessory,Good,"Viewfinder, Lens Filter, Chargers, etc.",Media Supply,Big Rapids,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1043,Pro S.O Monitor,Camera,Good,"Studio (Z7U), DSLR, Doc (FS100), Sony (NX100), Sony (ZIU)",Media Supply,Big Rapids,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,10434,635-A Microphone (C),Microphone,Bad,"Shure, Boom, Mic Stands, Wired/wirless Lavalier, 634-A, Rhode,",Media Supply,Front Counter,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,10435,635-A Microphone (J),Microphone,Good,"Shure, Boom, Mic Stands, Wired/wirless Lavalier, 634-A, Rhode,",Media Supply,Front Counter,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1044,Bars & Shoulder,Camera Accessory,Good,"Viewfinder, Lens Filter, Chargers, etc.",Media Supply,Big Rapids,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1045,Handle,Camera Accessory,Good,"Viewfinder, Lens Filter, Chargers, etc.",Media Supply,Big Rapids,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1046,Handle Bar,Camera Accessory,Good,"Viewfinder, Lens Filter, Chargers, etc.",Media Supply,Big Rapids,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1051,"RED REDMAG 1.8"" Card Reader",Camera Accessory, ,"Viewfinder, Lens Filter, Chargers, etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1052,iPad Pro 12.9in 512gb,Devices, ,"Ipad, Vive Pro, Tablets",Media Supply,Big Rapids,T, ,Y,,, ,,60  days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,0,Studio,,
  Not Linked,1054,Exension Cable,Cables, ,"Chords, Extension Cables, Power Strips etc.",Media Supply,Backstock,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1055,Exension Cable,Cables, ,"Chords, Extension Cables, Power Strips etc.",Media Supply,Backstock,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1056,iPad Pro 12.9in 512gb,Devices, ,"Ipad, Vive Pro, Tablets",Media Supply,Big Rapids,T, ,Y,,, ,,60  days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,0,Studio,,
  Not Linked,1057,Headphones,Audio,Good,"Headphones, Audio samples, Music Library",Media Supply,Front Counter,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1058,8GB Sandisk SD Card,Memory,Good,"SD Cards, Compact Cards, Flash Drives, Hard Drives, etc.",Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1059,iPad Pro 12.9in 512gb,Devices, ,"Ipad, Vive Pro, Tablets",Media Supply,Big Rapids,T, ,,,, ,,60  days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1060,iPad Charger USBC,Cables, ,"Chords, Extension Cables, Power Strips etc.",Media Supply,Big Rapids,T, ,Y,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,0,Studio,,
  Not Linked,1061,DSLR Tripod,Tripod,Good,"C-Stands, Tripods, Plates, stabilizers, Monfrotto",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1063,White Balance Card,Camera Accessory,Good,"Viewfinder, Lens Filter, Chargers, etc.",Media Supply,Big Rapids,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1064,iPad Charger,Cables, ,"Chords, Extension Cables, Power Strips etc.",Media Supply,Big Rapids,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1065,16GB SD Card,Memory, ,"SD Cards, Compact Cards, Flash Drives, Hard Drives, etc.",Media Supply,Big Rapids,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1066,Handheld Wired Mic,Microphone, ,"Shure, Boom, Mic Stands, Wired/wirless Lavalier, 634-A, Rhode,",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1067,Wire Lavalier Mic,Microphone, ,"Shure, Boom, Mic Stands, Wired/wirless Lavalier, 634-A, Rhode,",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1068,iPad Charger,Cables, ,"Chords, Extension Cables, Power Strips etc.",Media Supply,Big Rapids,T, ,Y,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,0,Studio,,
  Not Linked,1069,XLR Cable,Cables,Good,"Chords, Extension Cables, Power Strips etc.",Media Supply,Front Counter,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1070,Wired Lavalier Mic,Microphone, ,"Shure, Boom, Mic Stands, Wired/wirless Lavalier, 634-A, Rhode,",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1071,Wired Lavalier Mic,Microphone, ,"Shure, Boom, Mic Stands, Wired/wirless Lavalier, 634-A, Rhode,",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1072,Tripod,Tripod, ,"C-Stands, Tripods, Plates, stabilizers, Monfrotto",Media Supply,Big Rapids,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,10726,32GB Sandisk SD Card,Memory,Good,"SD Cards, Compact Cards, Flash Drives, Hard Drives, etc.",Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1074,Wired Lavalier Mic,Microphone, ,"Shure, Boom, Mic Stands, Wired/wirless Lavalier, 634-A, Rhode,",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1075,Wired Lavalier Mic,Microphone, ,"Shure, Boom, Mic Stands, Wired/wirless Lavalier, 634-A, Rhode,",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1077,Soft Box Light,Light Accessories,Good,"Gels, Bounce Boards, Reflectors, Chroma Screens, Stands, etc",Media Supply,Big Rapids,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1078,XLR Cable,Cables, ,"Chords, Extension Cables, Power Strips etc.",Media Supply,Backstock,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1079,Headphones,Audio,Good,"Headphones, Audio samples, Music Library",Media Supply,Front Counter,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1080,Extension Cable (4 Outlet),Cables,Good,"Chords, Extension Cables, Power Strips etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,10801,"8mm (F) to 1/4"" (M) Jack",Cables,Good,"Chords, Extension Cables, Power Strips etc.",Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1081,Extension Cable (4 Outlet),Cables,Good,"Chords, Extension Cables, Power Strips etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1082,Extension Cable (2 Outlet),Cables,Good,"Chords, Extension Cables, Power Strips etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,10820,"1/4"" (F) to 8mm (M) Jack",Cables,Good,"Chords, Extension Cables, Power Strips etc.",Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,10828,"8mm (F) to 1/4"" (M) Jack",Cables,Good,"Chords, Extension Cables, Power Strips etc.",Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1083,AR/VR Lab (BIS 313),Key,Good,,Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,10836,Jack,Cables,Good,"Chords, Extension Cables, Power Strips etc.",Media Supply,Front Counter,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1084,Power Strip (9 Outlet),Cables,Good,"Chords, Extension Cables, Power Strips etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1085,Extension Cable (4 Outlet),Cables,Good,"Chords, Extension Cables, Power Strips etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1087,Extension Cable,Cables,Good,"Chords, Extension Cables, Power Strips etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1088,Power Strip (6 Outlet),Cables,Good,"Chords, Extension Cables, Power Strips etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1089,T3i Charger D,Cables,Fine,"Chords, Extension Cables, Power Strips etc.",Media Supply,Backstock,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1090,Drive Cable,Cables, ,"Chords, Extension Cables, Power Strips etc.",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1091,Silk,Light Accessories,Good,"Gels, Bounce Boards, Reflectors, Chroma Screens, Stands, etc",Media Supply,Big Rapids,T, ,,1091,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1092,Tripod Plate 2,Tripod, ,"C-Stands, Tripods, Plates, stabilizers, Monfrotto",Media Supply,Backstock,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1093,Senior Gel Kit (B),Light Accessories, ,"Gels, Bounce Boards, Reflectors, Chroma Screens, Stands, etc",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1094,Senior Gel Kit (C),Light Accessories, ,"Gels, Bounce Boards, Reflectors, Chroma Screens, Stands, etc",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1095,Senior Gel Kit (B),Light Accessories, ,"Gels, Bounce Boards, Reflectors, Chroma Screens, Stands, etc",Media Supply,Backstock,T, ,,,, ,,0   days 0  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
  Not Linked,1096,Grip Kit,Grip, ,,Media Supply,Big Rapids,T, ,,,, ,,0   days 4  hrs 0  min ,0    days 0  hrs 0  min , , ,,,0,0,,,0,0,0,F,,,,,,,,,,
